user_id,age,district,free_text,future_anxiety,employment_burden,outside_burden,social_burden,energy_level,daily_rhythm_level,preferred_contact_mode,interests,max_outdoor_minutes,budget_limit,has_support_person,current_stage_label,created_at
user_0127,35,남동구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,3,2,4,2,1,1,online,"[""culture"", ""writing""]",45,20000,False,,2026-06-08T00:00:00+00:00
user_0128,39,계양구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,3,2,3,3,3,low_contact,"[""culture"", ""craft"", ""writing""]",0,5000,False,,2026-06-08T00:00:00+00:00
user_0129,26,연수구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,5,5,5,3,4,4,small_group,"[""craft"", ""media""]",15,10000,False,,2026-06-08T00:00:00+00:00
user_0130,33,부평구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,4,3,4,4,5,4,low_contact,"[""planning"", ""design""]",20,0,True,,2026-06-08T00:00:00+00:00
user_0131,25,동구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,3,5,1,5,5,online,"[""public_policy"", ""culture"", ""IT""]",20,20000,False,,2026-06-08T00:00:00+00:00
user_0132,35,서구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,4,4,2,5,4,4,small_group,"[""public_policy"", ""data"", ""planning""]",10,10000,False,,2026-06-08T00:00:00+00:00
user_0133,27,강화군,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,4,2,3,3,2,small_group,"[""writing"", ""culture""]",30,0,True,,2026-06-08T00:00:00+00:00
user_0134,36,서구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,4,4,4,2,2,2,small_group,"[""writing"", ""planning"", ""data"", ""design""]",0,20000,True,,2026-06-08T00:00:00+00:00
user_0135,35,서구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,3,1,4,1,1,online,"[""IT""]",0,20000,False,,2026-06-08T00:00:00+00:00
user_0136,24,동구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,4,5,4,5,5,4,low_contact,"[""culture"", ""craft"", ""library""]",15,0,True,,2026-06-08T00:00:00+00:00
user_0137,21,중구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,4,3,3,5,4,small_group,"[""media"", ""IT"", ""craft"", ""writing""]",60,10000,False,,2026-06-08T00:00:00+00:00
user_0138,26,연수구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,2,3,1,1,4,4,in_person,"[""data"", ""design"", ""culture""]",30,0,False,,2026-06-08T00:00:00+00:00
user_0139,28,미추홀구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,3,3,5,5,3,2,online,"[""library"", ""design""]",60,20000,True,,2026-06-08T00:00:00+00:00
user_0140,38,옹진군,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,1,2,1,3,2,2,online,"[""planning""]",45,0,False,,2026-06-08T00:00:00+00:00
user_0141,28,연수구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,5,4,3,4,3,small_group,"[""data""]",10,5000,True,,2026-06-08T00:00:00+00:00
user_0142,21,미추홀구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,4,5,2,2,2,low_contact,"[""writing""]",90,20000,False,,2026-06-08T00:00:00+00:00
user_0143,32,계양구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,2,2,1,1,4,5,online,"[""library"", ""culture"", ""public_policy""]",20,20000,False,,2026-06-08T00:00:00+00:00
user_0144,32,남동구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,4,4,2,2,4,4,in_person,"[""design"", ""writing""]",30,10000,False,,2026-06-08T00:00:00+00:00
user_0145,31,부평구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,5,3,2,3,3,online,"[""public_policy"", ""culture""]",45,10000,True,,2026-06-08T00:00:00+00:00
user_0146,28,서구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,2,3,5,5,small_group,"[""library"", ""planning""]",45,10000,True,,2026-06-08T00:00:00+00:00
user_0147,21,계양구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,3,3,1,4,5,online,"[""IT"", ""media"", ""public_policy"", ""library""]",15,5000,True,,2026-06-08T00:00:00+00:00
user_0148,36,옹진군,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,5,4,1,2,3,small_group,"[""planning""]",10,0,False,,2026-06-08T00:00:00+00:00
user_0149,22,남동구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,3,2,2,5,3,3,small_group,"[""culture""]",20,10000,False,,2026-06-08T00:00:00+00:00
user_0150,28,부평구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,2,5,5,4,3,low_contact,"[""design"", ""data"", ""writing"", ""media""]",20,20000,False,,2026-06-08T00:00:00+00:00
user_0151,19,부평구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,5,1,4,4,3,low_contact,"[""design""]",15,0,False,,2026-06-08T00:00:00+00:00
user_0152,31,중구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,5,5,2,3,5,4,in_person,"[""writing"", ""library""]",90,20000,False,,2026-06-08T00:00:00+00:00
user_0153,27,서구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,2,2,3,1,1,1,low_contact,"[""media"", ""design""]",60,20000,False,,2026-06-08T00:00:00+00:00
user_0154,22,미추홀구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,4,4,4,1,2,online,"[""design"", ""IT"", ""public_policy""]",15,20000,False,,2026-06-08T00:00:00+00:00
user_0155,34,남동구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,2,5,5,4,small_group,"[""craft"", ""writing""]",15,5000,False,,2026-06-08T00:00:00+00:00
user_0156,34,계양구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,2,1,3,5,4,low_contact,"[""craft"", ""data"", ""media"", ""IT""]",90,0,True,,2026-06-08T00:00:00+00:00
user_0157,22,남동구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,3,3,3,1,1,low_contact,"[""craft"", ""data"", ""design"", ""public_policy""]",0,10000,False,,2026-06-08T00:00:00+00:00
user_0158,26,연수구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,4,1,2,4,4,small_group,"[""design"", ""media"", ""data""]",60,0,False,,2026-06-08T00:00:00+00:00
user_0159,35,동구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,4,4,2,5,2,3,online,"[""public_policy"", ""data"", ""craft""]",60,0,False,,2026-06-08T00:00:00+00:00
user_0160,21,동구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,4,3,3,3,2,2,online,"[""library"", ""data"", ""media""]",30,5000,False,,2026-06-08T00:00:00+00:00
user_0161,25,계양구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,1,2,3,5,4,5,small_group,"[""design"", ""craft"", ""library""]",90,5000,True,,2026-06-08T00:00:00+00:00
user_0162,39,서구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,4,3,3,5,3,3,online,"[""design""]",10,0,False,,2026-06-08T00:00:00+00:00
user_0163,39,미추홀구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,4,4,5,2,1,1,online,"[""public_policy"", ""design"", ""planning""]",60,5000,False,,2026-06-08T00:00:00+00:00
user_0164,22,계양구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,4,5,4,2,2,1,online,"[""culture"", ""data"", ""planning"", ""library""]",90,0,True,,2026-06-08T00:00:00+00:00
user_0165,37,중구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,4,4,2,3,1,1,online,"[""design"", ""craft""]",90,5000,False,,2026-06-08T00:00:00+00:00
user_0166,23,연수구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,1,2,4,4,2,1,online,"[""planning"", ""library"", ""data"", ""craft""]",10,0,False,,2026-06-08T00:00:00+00:00
user_0167,31,동구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,2,2,5,3,5,4,online,"[""public_policy"", ""culture"", ""IT"", ""media""]",90,20000,True,,2026-06-08T00:00:00+00:00
user_0168,19,옹진군,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,5,3,2,1,1,small_group,"[""media"", ""design""]",0,5000,True,,2026-06-08T00:00:00+00:00
user_0169,35,연수구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,4,5,1,1,online,"[""design"", ""public_policy"", ""data""]",45,10000,False,,2026-06-08T00:00:00+00:00
user_0170,38,옹진군,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,2,2,3,2,1,1,low_contact,"[""media""]",30,0,True,,2026-06-08T00:00:00+00:00
user_0171,32,남동구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,4,4,2,3,2,2,online,"[""design"", ""culture"", ""planning""]",30,20000,False,,2026-06-08T00:00:00+00:00
user_0172,35,중구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,5,5,4,5,4,4,online,"[""design"", ""data"", ""IT""]",0,0,True,,2026-06-08T00:00:00+00:00
user_0173,27,동구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,2,4,3,3,2,low_contact,"[""library"", ""planning""]",10,20000,False,,2026-06-08T00:00:00+00:00
user_0174,36,서구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,3,2,3,5,1,1,small_group,"[""public_policy"", ""planning"", ""design""]",45,0,True,,2026-06-08T00:00:00+00:00
user_0175,19,연수구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,5,5,5,2,3,4,online,"[""culture"", ""library""]",0,5000,True,,2026-06-08T00:00:00+00:00
user_0176,27,동구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,3,3,3,1,4,4,in_person,"[""writing""]",20,20000,False,,2026-06-08T00:00:00+00:00
user_0177,29,계양구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,4,3,4,1,3,2,online,"[""writing"", ""IT"", ""public_policy"", ""data""]",45,10000,True,,2026-06-08T00:00:00+00:00
user_0178,36,부평구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,2,2,3,5,1,1,online,"[""media"", ""planning"", ""library"", ""culture""]",90,5000,False,,2026-06-08T00:00:00+00:00
user_0179,30,계양구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,2,2,2,3,1,1,online,"[""IT""]",30,5000,False,,2026-06-08T00:00:00+00:00
